title,domestic_gross_x,foreign_gross,vote_average,vote_count,release_month,production_budget,domestic_gross_y,worldwide_gross,movie_id,genres,averagerating,numvotes
Ant-Man,180200000.0,339100000.0,7.1,11949,7,130000000.0,180202163.0,518858449.0,tt0478970,"Action,Adventure,Comedy",7.3,501213
Hotel Transylvania 2,169700000.0,305100000.0,6.7,3184,9,80000000.0,169700110.0,469500298.0,tt2510894,"Animation,Comedy,Family",6.7,92905
San Andreas,155200000.0,318800000.0,6.1,5125,5,110000000.0,155190832.0,456258539.0,tt2126355,"Action,Adventure,Drama",6.1,192750
Kingsman: The Secret Service,128300000.0,286100000.0,7.6,10287,2,94000000.0,128261724.0,404561724.0,tt2802144,"Action,Adventure,Comedy",7.7,544510
Mad Max: Fury Road,153600000.0,224800000.0,7.4,14454,5,150000000.0,153636354.0,370098020.0,tt1392190,"Action,Adventure,Sci-Fi",8.1,780910
The Good Dinosaur,123100000.0,209100000.0,6.7,3135,11,187500000.0,123087120.0,333771037.0,tt1979388,"Adventure,Animation,Comedy",6.7,91465
Taken 3,89300000.0,237200000.0,6.1,3406,1,48000000.0,89256424.0,327656424.0,tt2446042,"Action,Thriller",6.0,165072
The SpongeBob Movie: Sponge Out of Water,163000000.0,162200000.0,5.7,1165,2,74000000.0,162994032.0,311013181.0,tt2279373,"Adventure,Animation,Comedy",6.0,43560
Maze Runner: The Scorch Trials,81700000.0,230600000.0,6.6,6365,9,61000000.0,81697192.0,310566162.0,tt4046784,"Action,Sci-Fi,Thriller",6.3,201143
Pitch Perfect 2,184300000.0,103200000.0,6.8,3599,5,29000000.0,184296230.0,287625468.0,tt2848292,"Comedy,Music",6.4,130692
Paddington,76300000.0,191800000.0,7.0,1904,1,55000000.0,76223578.0,258789097.0,tt1109624,"Adventure,Comedy,Family",7.2,84679
The Peanuts Movie,130199999.0,116100000.0,6.6,894,11,99000000.0,130178411.0,250091610.0,tt2452042,"Adventure,Animation,Comedy",7.1,39149
Pixels,78700000.0,166100000.0,7.1,35,4,90000000.0,78765986.0,244041804.0,tt1664775,"Action,Comedy",4.6,54
Pixels,78700000.0,166100000.0,7.1,35,4,90000000.0,78765986.0,244041804.0,tt2120120,"Action,Comedy,Sci-Fi",5.6,119789
Pixels,78700000.0,166100000.0,5.6,4423,7,90000000.0,78765986.0,244041804.0,tt1664775,"Action,Comedy",4.6,54
Pixels,78700000.0,166100000.0,5.6,4423,7,90000000.0,78765986.0,244041804.0,tt2120120,"Action,Comedy,Sci-Fi",5.6,119789
Alvin and the Chipmunks: The Road Chip,85900000.0,148900000.0,5.8,852,12,90000000.0,85886987.0,249517956.0,tt2974918,"Adventure,Animation,Comedy",5.1,14507
Ted 2,81500000.0,135200000.0,6.1,4227,6,68000000.0,81476385.0,217214143.0,tt2637276,Comedy,6.3,165843
Tomorrowland,93400000.0,115700000.0,6.2,4610,5,170000000.0,93436322.0,206627518.0,tt1964418,"Action,Adventure,Family",6.4,161343
Straight Outta Compton,161200000.0,40400000.0,7.7,2048,8,28000000.0,161197785.0,202182981.0,tt1398426,"Biography,Drama,History",7.9,165307
The Intern,75800000.0,118800000.0,7.1,3373,9,40000000.0,75764672.0,197115710.0,tt2361509,"Comedy,Drama",7.1,191494
Jupiter Ascending,47400000.0,136600000.0,5.3,4401,2,179000000.0,47482519.0,181982519.0,tt1617661,"Action,Adventure,Sci-Fi",5.3,166327
Creed,109800000.0,63800000.0,7.3,4010,11,37000000.0,109767581.0,173567581.0,tt3076658,"Drama,Sport",7.6,224671
Fantastic Four,56100000.0,111900000.0,4.4,3837,8,120000000.0,56117548.0,167849187.0,tt1502712,"Action,Adventure,Drama",4.3,140148
Fantastic Four,56100000.0,111900000.0,4.4,3837,8,87500000.0,154696080.0,333132750.0,tt1502712,"Action,Adventure,Drama",4.3,140148
Bridge of Spies,72300000.0,93200000.0,7.2,4313,10,40000000.0,72313754.0,162498338.0,tt3682448,"Drama,History,Thriller",7.6,263004
The Hateful Eight,54100000.0,101600000.0,7.7,8065,12,62000000.0,54117416.0,147864886.0,tt3460252,"Crime,Drama,Mystery",7.8,434966
Goosebumps,80100000.0,70100000.0,6.2,2147,10,58000000.0,80069458.0,158905324.0,tt1051904,"Adventure,Comedy,Family",6.3,72858
The Last Witch Hunter,27400000.0,119600000.0,5.8,2193,10,80000000.0,27367660.0,130818912.0,tt1618442,"Action,Adventure,Fantasy",6.0,86118
Trainwreck,110200000.0,30600000.0,5.8,1731,7,35000000.0,110212700.0,141123897.0,tt3152624,"Comedy,Drama,Romance",6.2,121860
The Big Short,70300000.0,63200000.0,7.3,4657,12,28000000.0,70259870.0,133162752.0,tt1596363,"Biography,Comedy,Drama",7.8,309227
Pan,35100000.0,93300000.0,5.9,1701,10,150000000.0,35088320.0,151525973.0,tt3332064,"Adventure,Comedy,Family",5.8,55867
Magic Mike XXL,66000000.0,56500000.0,6.2,1110,7,14500000.0,66013057.0,123660597.0,tt2268016,"Comedy,Drama,Music",5.6,48497
Seventh Son,17200000.0,97000000.0,5.3,1549,2,95000000.0,17725785.0,108874967.0,tt1121096,"Action,Adventure,Fantasy",5.5,66565
Get Hard,90400000.0,21400000.0,6.0,1469,3,40000000.0,90411453.0,106511453.0,tt2561572,"Comedy,Crime",6.0,111187
Paul Blart: Mall Cop 2,71000000.0,36600000.0,5.0,900,4,38000000.0,71091594.0,107650646.0,tt3450650,"Action,Comedy,Crime",4.4,30828
Sisters,87000000.0,18000000.0,5.9,922,12,30000000.0,87044645.0,106030660.0,tt1850457,Comedy,6.0,58994
Vacation,58900000.0,46000000.0,7.0,1,4,31000000.0,58884188.0,102306500.0,tt1524930,"Adventure,Comedy",6.1,87582
Vacation,58900000.0,46000000.0,6.2,1934,7,31000000.0,58884188.0,102306500.0,tt1524930,"Adventure,Comedy",6.1,87582
Chappie,31600000.0,70500000.0,6.7,4995,3,49000000.0,31569268.0,105002056.0,tt1823672,"Action,Crime,Drama",6.8,213733
Joy,56500000.0,44700000.0,6.5,2723,12,60000000.0,56451232.0,101134059.0,tt2446980,Drama,6.6,118086
Black Mass,62600000.0,37200000.0,6.4,2020,9,53000000.0,62575678.0,98837872.0,tt1355683,"Biography,Crime,Drama",6.9,155847
Black Mass,62600000.0,37200000.0,10.0,1,5,53000000.0,62575678.0,98837872.0,tt1355683,"Biography,Crime,Drama",6.9,155847
The Visit,65200000.0,33200000.0,6.2,2634,9,5000000.0,65206105.0,98677816.0,tt3567288,"Horror,Mystery,Thriller",6.2,102459
The Visit,65200000.0,33200000.0,8.0,1,5,5000000.0,65206105.0,98677816.0,tt3567288,"Horror,Mystery,Thriller",6.2,102459
Spotlight,45100000.0,53200000.0,7.8,4935,11,20000000.0,45055776.0,92088460.0,tt1895587,"Crime,Drama",8.1,365110
Spotlight,45100000.0,53200000.0,10.0,1,1,20000000.0,45055776.0,92088460.0,tt1895587,"Crime,Drama",8.1,365110
In the Heart of the Sea,25000000.0,68900000.0,6.6,2137,12,100000000.0,25020758.0,89693309.0,tt1390411,"Action,Adventure,Biography",6.9,108628
Southpaw,52400000.0,39500000.0,7.4,3424,7,30000000.0,52421953.0,94156456.0,tt1798684,"Drama,Sport",7.4,199783
The Second Best Exotic Marigold Hotel,33100000.0,52900000.0,6.4,420,3,10000000.0,33078266.0,90384306.0,tt2555736,"Comedy,Drama",6.6,28931
Paper Towns,32000000.0,53500000.0,6.0,3587,7,12000000.0,32000304.0,85450484.0,tt3622592,"Comedy,Drama,Mystery",6.3,87742
Sicario,46900000.0,38000000.0,7.3,4475,9,30000000.0,46889293.0,84393749.0,tt3397884,"Action,Crime,Drama",7.6,328548
Hitman: Agent 47,22500000.0,59900000.0,5.6,1764,8,35000000.0,22467450.0,82182803.0,tt2679042,"Action,Adventure,Crime",5.7,80510
The Wedding Ringer,64500000.0,15300000.0,6.5,961,1,23000000.0,64460211.0,80171596.0,tt0884732,Comedy,6.7,66893
Paranormal Activity: The Ghost Dimension,18300000.0,60600000.0,5.2,774,10,10000000.0,18297124.0,77959374.0,tt2473510,"Horror,Mystery,Thriller",4.6,22361
Crimson Peak,31100000.0,43600000.0,6.5,2986,10,55000000.0,31090320.0,74966854.0,tt2554274,"Drama,Fantasy,Horror",6.5,119287
The Transporter Refueled,16000000.0,56600000.0,5.4,836,9,22000000.0,16029670.0,69698495.0,tt2938956,"Action,Adventure,Crime",5.2,36201
Run All Night,26500000.0,45200000.0,6.4,1684,3,50000000.0,26461644.0,66961644.0,tt2199571,"Action,Drama,Thriller",6.6,94131
War Room,67800000.0,75057041.62549213,7.5,171,8,3000000.0,67790117.0,73975239.0,tt3832914,Drama,6.5,11716
The Age of Adaline,42600000.0,23000000.0,7.4,3853,4,30000000.0,42629776.0,68984536.0,tt1655441,"Drama,Fantasy,Romance",7.2,138924
Unfriended,32500000.0,31600000.0,5.4,2019,4,1000000.0,32789645.0,64364198.0,tt3713166,"Horror,Mystery,Thriller",5.6,62043
The Longest Ride,37400000.0,25500000.0,7.5,1908,4,34000000.0,37446117.0,63802928.0,tt2726560,"Drama,Romance",7.1,70327
Brooklyn,38300000.0,23800000.0,7.3,1912,11,11000000.0,38322743.0,62076141.0,tt2381111,"Drama,Romance",7.5,117021
Brooklyn,38300000.0,23800000.0,6.0,1,8,11000000.0,38322743.0,62076141.0,tt2381111,"Drama,Romance",7.5,117021
Woman in Gold,33299999.0,28300000.0,7.4,787,4,11000000.0,33307793.0,58586407.0,tt2404425,"Biography,Drama,History",7.3,48501
Krampus,42700000.0,18800000.0,6.0,1046,12,15000000.0,42725475.0,61788393.0,tt3850590,"Comedy,Fantasy,Horror",6.2,55400
The Walk,10100000.0,51000000.0,6.9,1906,10,35000000.0,10161183.0,61492104.0,tt3488710,"Adventure,Biography,Drama",7.3,109714
The Perfect Guy,57000000.0,3200000.0,5.7,211,9,18000000.0,57027435.0,60278166.0,tt3862750,"Crime,Drama,Horror",5.6,8998
No Escape,27300000.0,27100000.0,6.8,1296,8,5000000.0,27288872.0,42844516.0,tt1781922,"Action,Thriller",6.8,70222
Sinister 2,27700000.0,25100000.0,5.8,1142,8,10000000.0,27740955.0,54104225.0,tt2752772,"Horror,Mystery,Thriller",5.3,41782
The Boy Next Door,35400000.0,17000000.0,5.7,6,11,4000000.0,36006065.0,53401938.0,tt3181822,"Horror,Thriller",4.7,34816
The Boy Next Door,35400000.0,17000000.0,4.4,1382,1,4000000.0,36006065.0,53401938.0,tt3181822,"Horror,Thriller",4.7,34816
The Night Before,43000000.0,9300000.0,6.1,956,11,25000000.0,43035725.0,52427346.0,tt3530002,"Adventure,Comedy,Fantasy",6.4,58455
Hot Pursuit,34600000.0,17100000.0,5.6,1000,5,35000000.0,34580201.0,45671512.0,tt2967224,"Action,Comedy,Crime",5.1,44723
Entourage,32400000.0,16900000.0,6.2,647,6,30000000.0,32363404.0,46438538.0,tt1674771,Comedy,6.6,71519
Mortdecai,7700000.0,39600000.0,5.4,1666,1,60000000.0,7696134.0,30396134.0,tt3045616,"Action,Comedy,Crime",5.5,61366
"McFarland, USA",44500000.0,1200000.0,7.3,358,2,17000000.0,44480275.0,45707924.0,tt2097298,"Biography,Drama,Sport",7.4,31735
Still Alice,18800000.0,25100000.0,7.5,1946,12,5000000.0,18656400.0,41699612.0,tt3316960,Drama,7.5,116832
Legend,1900000.0,41100000.0,6.2,509,4,25000000.0,15502112.0,23506237.0,tt3569230,"Biography,Crime,Drama",7.0,138947
Legend,1900000.0,41100000.0,6.2,509,4,25000000.0,1872994.0,42425450.0,tt3569230,"Biography,Crime,Drama",7.0,138947
Legend,1900000.0,41100000.0,6.8,1692,11,25000000.0,15502112.0,23506237.0,tt3569230,"Biography,Crime,Drama",7.0,138947
Legend,1900000.0,41100000.0,6.8,1692,11,25000000.0,1872994.0,42425450.0,tt3569230,"Biography,Crime,Drama",7.0,138947
The Gallows,22800000.0,20200000.0,4.8,591,7,100000.0,22764410.0,41656474.0,tt2309260,"Horror,Mystery,Thriller",4.2,17763
Love the Coopers,26300000.0,16100000.0,5.8,384,11,18000000.0,26302731.0,42227490.0,tt2279339,"Comedy,Fantasy,Romance",5.8,18018
The Lady in the Van,10000000.0,31400000.0,6.3,393,12,6000000.0,10021175.0,42320503.0,tt3722070,"Biography,Comedy,Drama",6.7,23105
Ricki and the Flash,26800000.0,14500000.0,5.8,473,8,18000000.0,26839498.0,41166033.0,tt3623726,"Comedy,Drama,Music",5.9,20932
Carol,12700000.0,27600000.0,7.4,1949,11,11800000.0,12711491.0,42843521.0,tt2402927,"Drama,Romance",7.2,100680
The Lazarus Effect,25800000.0,12600000.0,4.8,3,2,5000000.0,25801570.0,38359310.0,tt2918436,"Horror,Mystery,Sci-Fi",5.2,37675
The Lazarus Effect,25800000.0,12600000.0,5.1,825,2,5000000.0,25801570.0,38359310.0,tt2918436,"Horror,Mystery,Sci-Fi",5.2,37675
The Water Diviner,4200000.0,34000000.0,6.8,682,4,22500000.0,4200117.0,31054727.0,tt3007512,"Drama,History,War",7.1,66595
A Walk in the Woods,29500000.0,8000000.0,5.9,402,9,8000000.0,29499394.0,37119358.0,tt1178665,"Adventure,Biography,Comedy",6.3,22033
Ex Machina,25400000.0,11400000.0,7.6,8026,4,13000000.0,25440971.0,38358392.0,tt0470752,"Drama,Mystery,Sci-Fi",7.7,424542
Burnt,13700000.0,23000000.0,6.4,1841,10,20000000.0,13651946.0,36773510.0,tt2503944,"Comedy,Drama",6.6,95988
Room,14700000.0,20700000.0,8.1,5494,10,13000000.0,14677674.0,36262783.0,tt3170832,"Drama,Thriller",8.2,316791
Steve Jobs,17800000.0,16700000.0,6.8,2572,10,30000000.0,17766658.0,35579007.0,tt2080374,"Biography,Drama",7.2,138668
Victor Frankenstein,5800000.0,28500000.0,5.8,1200,11,40000000.0,5775076.0,31124367.0,tt1976009,"Drama,Horror,Sci-Fi",6.0,47492
Project Almanac,22300000.0,10900000.0,6.5,1449,1,12000000.0,22348241.0,32909437.0,tt2436386,"Drama,Mystery,Sci-Fi",6.4,71500
American Ultra,14400000.0,12700000.0,6.0,1756,8,28000000.0,14439985.0,30295028.0,tt3316948,"Action,Comedy,Sci-Fi",6.1,76769
Aloha,21100000.0,5200000.0,5.3,1226,5,37000000.0,21052030.0,25387091.0,tt1243974,"Comedy,Drama,Romance",5.4,54646
The 33,12200000.0,12700000.0,6.2,565,11,25000000.0,12227722.0,28400715.0,tt2006295,"Biography,Drama,History",6.9,32263
The Gunman,10700000.0,13500000.0,5.7,583,3,40000000.0,10664749.0,18594227.0,tt2515034,"Action,Crime,Drama",5.8,36053
Black or White,21600000.0,75057041.62549213,6.8,193,1,9000000.0,21571189.0,21971021.0,tt2883434,Drama,6.6,10659
Blackhat,8000000.0,11600000.0,5.3,1165,1,70000000.0,8005980.0,19665004.0,tt2717822,"Action,Crime,Thriller",5.4,48427
Dope,17500000.0,480000.0,7.2,954,6,7000000.0,17506470.0,18190831.0,tt3850214,"Comedy,Crime,Drama",7.2,76557
While We're Young,7600000.0,9700000.0,5.9,609,4,10000000.0,7582065.0,17503828.0,tt1791682,"Comedy,Drama,Mystery",6.3,41327
Scouts Guide to the Zombie Apocalypse,3700000.0,12400000.0,6.2,915,10,15000000.0,3703046.0,15554855.0,tt1727776,"Action,Comedy,Horror",6.3,40479
Suffragette,4700000.0,11300000.0,7.3,982,10,14000000.0,4702420.0,34044909.0,tt3077214,"Biography,Drama,History",6.9,34306
It Follows,14700000.0,75057041.62549213,6.5,3485,3,2000000.0,14674077.0,23250755.0,tt3235888,"Horror,Mystery",6.9,182839
Unfinished Business,10200000.0,4200000.0,5.2,472,3,35000000.0,10219501.0,13214051.0,tt2358925,"Comedy,Drama",5.4,29004
Do You Believe?,13000000.0,1400000.0,7.0,72,3,2300000.0,12985600.0,14304931.0,tt4056738,Drama,6.1,6462
Hot Tub Time Machine 2,12300000.0,767000.0,5.1,512,2,14000000.0,12314651.0,12826644.0,tt2637294,"Comedy,Mystery,Sci-Fi",5.1,34444
Child 44,1200000.0,11700000.0,6.2,903,4,50000000.0,1224330.0,8004221.0,tt1014763,"Crime,Drama,History",6.5,59477
We Are Your Friends,3600000.0,7500000.0,6.3,1241,8,2000000.0,3591417.0,10153415.0,tt3787590,"Drama,Music,Romance",6.2,32327
Danny Collins,5600000.0,5200000.0,6.7,260,3,10000000.0,5637066.0,8465845.0,tt1772288,"Biography,Comedy,Drama",7.0,27435
Shanghai,46400.0,9200000.0,6.1,80,10,50000000.0,46425.0,15505922.0,tt1092634,"Crime,Drama,Mystery",6.4,8662
Me and Earl and the Dying Girl,6800000.0,2300000.0,7.6,1570,6,8000000.0,6758416.0,9266180.0,tt2582496,"Comedy,Drama,Romance",7.8,112627
The Green Inferno,7200000.0,75057041.62549213,5.2,619,11,1000000.0,7192291.0,12931420.0,tt2403021,"Adventure,Horror",5.3,33239
Little Boy,6500000.0,75057041.62549213,7.0,292,4,20000000.0,6485961.0,17769299.0,tt1810683,"Drama,History,War",7.4,20945
Anomalisa,3800000.0,1900000.0,7.1,927,12,8000000.0,3759286.0,5706168.0,tt2401878,"Animation,Comedy,Drama",7.3,58010
Trash,17500.0,4800000.0,3.0,3,11,12000000.0,17484.0,6553186.0,tt1921149,"Adventure,Crime,Drama",7.2,18690
Trash,17500.0,4800000.0,7.1,353,10,12000000.0,17484.0,6553186.0,tt1921149,"Adventure,Crime,Drama",7.2,18690
Escobar: Paradise Lost,196000.0,3600000.0,6.3,476,10,17000000.0,195792.0,3917679.0,tt2515030,"Crime,Drama,History",6.5,19419
By the Sea,538000.0,2800000.0,5.4,306,11,20000000.0,538460.0,3727746.0,tt3707106,"Drama,Romance",5.3,16206
By the Sea,538000.0,2800000.0,5.4,306,11,20000000.0,538460.0,3727746.0,tt4301034,Drama,8.0,33
Youth,2700000.0,75057041.62549213,5.3,9,10,13000000.0,2703296.0,24001573.0,tt2536448,"Drama,Family",6.6,36
Youth,2700000.0,75057041.62549213,5.3,9,10,13000000.0,2703296.0,24001573.0,tt2670524,Drama,6.1,327
Youth,2700000.0,75057041.62549213,5.3,9,10,13000000.0,2703296.0,24001573.0,tt3312830,"Comedy,Drama,Music",7.3,64418
Youth,2700000.0,75057041.62549213,5.3,9,10,13000000.0,2703296.0,24001573.0,tt6654316,"Drama,Romance,War",7.1,2221
Youth,2700000.0,75057041.62549213,6.9,1098,12,13000000.0,2703296.0,24001573.0,tt2536448,"Drama,Family",6.6,36
Youth,2700000.0,75057041.62549213,6.9,1098,12,13000000.0,2703296.0,24001573.0,tt2670524,Drama,6.1,327
Youth,2700000.0,75057041.62549213,6.9,1098,12,13000000.0,2703296.0,24001573.0,tt3312830,"Comedy,Drama,Music",7.3,64418
Youth,2700000.0,75057041.62549213,6.9,1098,12,13000000.0,2703296.0,24001573.0,tt6654316,"Drama,Romance,War",7.1,2221
Youth,2700000.0,75057041.62549213,7.7,27,12,13000000.0,2703296.0,24001573.0,tt2536448,"Drama,Family",6.6,36
Youth,2700000.0,75057041.62549213,7.7,27,12,13000000.0,2703296.0,24001573.0,tt2670524,Drama,6.1,327
Youth,2700000.0,75057041.62549213,7.7,27,12,13000000.0,2703296.0,24001573.0,tt3312830,"Comedy,Drama,Music",7.3,64418
Youth,2700000.0,75057041.62549213,7.7,27,12,13000000.0,2703296.0,24001573.0,tt6654316,"Drama,Romance,War",7.1,2221
Jem and the Holograms,2200000.0,149000.0,5.4,241,10,5000000.0,2184640.0,2368937.0,tt3614530,"Adventure,Drama,Family",4.1,6683
Testament of Youth,1800000.0,75057041.62549213,7.4,486,6,10000000.0,1822250.0,6646669.0,tt1441953,"Biography,Drama,History",7.3,23632
The Vatican Tapes,1800000.0,75057041.62549213,4.6,365,7,13000000.0,1784763.0,14929184.0,tt1524575,"Horror,Thriller",5.0,14822
The Diary of a Teenage Girl,1500000.0,75057041.62549213,6.7,460,8,2000000.0,1477002.0,2279959.0,tt3172532,"Comedy,Drama,Romance",6.9,27003
Mustang,845000.0,75057041.62549213,8.0,755,11,1400000.0,845464.0,5552584.0,tt3966404,Drama,7.6,30899
The D Train,673000.0,102000.0,6.0,2,1,3000000.0,669688.0,772366.0,tt2690138,"Comedy,Drama",5.0,10066
The D Train,673000.0,102000.0,4.6,125,5,3000000.0,669688.0,772366.0,tt2690138,"Comedy,Drama",5.0,10066
Freeheld,573000.0,75057041.62549213,7.3,360,10,7000000.0,546201.0,1732228.0,tt1658801,"Biography,Drama,Romance",6.5,10534
Maggie,187000.0,75057041.62549213,5.3,958,5,4500000.0,187112.0,1027760.0,tt1881002,"Drama,Horror",5.6,38671
Manglehorn,143000.0,75057041.62549213,5.4,94,6,4000000.0,132270.0,797439.0,tt2893490,Drama,5.6,6564
Eden,65500.0,75057041.62549213,6.8,100,3,2300000.0,0.0,0.0,tt1734433,"Crime,Drama",6.7,7709
Eden,65500.0,75057041.62549213,6.8,100,3,2300000.0,0.0,0.0,tt3032282,"Drama,Thriller",4.7,2576
Eden,65500.0,75057041.62549213,6.8,100,3,2300000.0,0.0,0.0,tt3090634,"Biography,Drama,Music",6.4,3772
Eden,65500.0,75057041.62549213,5.8,57,6,2300000.0,0.0,0.0,tt1734433,"Crime,Drama",6.7,7709
Eden,65500.0,75057041.62549213,5.8,57,6,2300000.0,0.0,0.0,tt3032282,"Drama,Thriller",4.7,2576
Eden,65500.0,75057041.62549213,5.8,57,6,2300000.0,0.0,0.0,tt3090634,"Biography,Drama,Music",6.4,3772
Eden,65500.0,75057041.62549213,5.0,2,10,2300000.0,0.0,0.0,tt1734433,"Crime,Drama",6.7,7709
Eden,65500.0,75057041.62549213,5.0,2,10,2300000.0,0.0,0.0,tt3032282,"Drama,Thriller",4.7,2576
Eden,65500.0,75057041.62549213,5.0,2,10,2300000.0,0.0,0.0,tt3090634,"Biography,Drama,Music",6.4,3772
Eden,65500.0,75057041.62549213,5.4,29,9,2300000.0,0.0,0.0,tt1734433,"Crime,Drama",6.7,7709
Eden,65500.0,75057041.62549213,5.4,29,9,2300000.0,0.0,0.0,tt3032282,"Drama,Thriller",4.7,2576
Eden,65500.0,75057041.62549213,5.4,29,9,2300000.0,0.0,0.0,tt3090634,"Biography,Drama,Music",6.4,3772
Eden,65500.0,75057041.62549213,0.0,1,11,2300000.0,0.0,0.0,tt1734433,"Crime,Drama",6.7,7709
Eden,65500.0,75057041.62549213,0.0,1,11,2300000.0,0.0,0.0,tt3032282,"Drama,Thriller",4.7,2576
Eden,65500.0,75057041.62549213,0.0,1,11,2300000.0,0.0,0.0,tt3090634,"Biography,Drama,Music",6.4,3772
Before We Go,37200.0,75057041.62549213,6.5,985,5,3000000.0,37151.0,483938.0,tt0443465,"Comedy,Drama,Romance",6.8,45181
Knock Knock,36300.0,75057041.62549213,5.0,1490,10,2000000.0,36336.0,6328516.0,tt3605418,"Drama,Thriller",4.9,68328
Song One,32299.0,75057041.62549213,5.6,126,1,6000000.0,32251.0,437089.0,tt2182972,"Drama,Music",5.8,8559
Strangerland,17500.0,75057041.62549213,5.2,135,7,10000000.0,17472.0,161097.0,tt2325977,"Drama,Mystery,Thriller",5.2,7999
Skin Trade,1200.0,75057041.62549213,5.6,96,11,9000000.0,1242.0,1242.0,tt1641841,"Action,Crime,Thriller",5.7,6942
Captain America: Civil War,408100000.0,745200000.0,7.4,14000,5,250000000.0,408084349.0,1140069413.0,tt3498820,"Action,Adventure,Sci-Fi",7.8,583507
Rogue One: A Star Wars Story,532200000.0,523900000.0,7.5,9296,12,200000000.0,532177324.0,1049102856.0,tt3748528,"Action,Adventure,Sci-Fi",7.8,478592
Finding Dory,486300000.0,542300000.0,7.0,7845,6,200000000.0,486295561.0,1021215193.0,tt2277860,"Adventure,Animation,Comedy",7.3,213542
Zootopia,341300000.0,682500000.0,7.7,9977,3,150000000.0,341268248.0,1019429616.0,tt2948356,"Adventure,Animation,Comedy",8.0,383446
The Secret Life of Pets,368400000.0,507100000.0,6.1,5374,7,75000000.0,368384330.0,886750534.0,tt2709768,"Adventure,Animation,Comedy",6.5,161997
Batman v Superman: Dawn of Justice,330400000.0,543300000.0,5.8,11991,3,250000000.0,330360194.0,867500281.0,tt2975590,"Action,Adventure,Fantasy",6.5,576909
Deadpool,363100000.0,420000000.0,7.6,20175,2,58000000.0,363070709.0,801025593.0,tt1431045,"Action,Adventure,Comedy",8.0,820847
Suicide Squad,325100000.0,421700000.0,5.9,13533,8,175000000.0,325100054.0,746059887.0,tt1386697,"Action,Adventure,Fantasy",6.0,533039
Doctor Strange,232600000.0,445100000.0,7.3,12582,11,165000000.0,232641920.0,676404566.0,tt1211837,"Action,Adventure,Fantasy",7.5,514510
Moana,248800000.0,394600000.0,6.5,16,11,150000000.0,248757044.0,637517365.0,tt3521164,"Adventure,Animation,Comedy",7.6,224253
Moana,248800000.0,394600000.0,7.5,6907,11,150000000.0,248757044.0,637517365.0,tt3521164,"Adventure,Animation,Comedy",7.6,224253
Sing,270400000.0,363800000.0,6.9,4303,12,75000000.0,270329045.0,634454789.0,tt3470600,"Animation,Comedy,Family",7.1,115951
X-Men: Apocalypse,155400000.0,388500000.0,6.5,8348,5,178000000.0,155442489.0,542537546.0,tt3385516,"Action,Adventure,Sci-Fi",7.0,356556
Kung Fu Panda 3,143500000.0,377600000.0,6.7,2944,1,140000000.0,143528619.0,517599142.0,tt2267968,"Action,Adventure,Animation",7.1,116166
La La Land,151100000.0,295000000.0,7.9,10028,12,20000000.0,151101803.0,426351163.0,tt3783958,"Comedy,Drama,Music",8.0,436070
Warcraft,47400000.0,386300000.0,6.3,4071,6,160000000.0,47225655.0,425522281.0,tt0803096,"Action,Adventure,Fantasy",6.9,225557
Jason Bourne,162400000.0,253100000.0,6.1,3611,7,120000000.0,162192920.0,416168316.0,tt4196776,"Action,Thriller",6.6,190596
Ice Age: Collision Course,64099999.0,344500000.0,5.9,2430,7,105000000.0,64063008.0,402156682.0,tt3416828,"Adventure,Animation,Comedy",5.7,48932
Independence Day: Resurgence,103100000.0,286500000.0,5.1,3911,6,165000000.0,103144286.0,384169424.0,tt1628841,"Action,Adventure,Sci-Fi",5.2,155344
The Legend of Tarzan,126600000.0,230100000.0,5.8,4102,7,180000000.0,126643061.0,348902025.0,tt0918940,"Action,Adventure,Drama",6.3,150154
The Angry Birds Movie,107500000.0,244800000.0,6.0,1851,5,73000000.0,107509366.0,352327887.0,tt1985949,"Action,Animation,Comedy",6.3,69624
Trolls,153700000.0,193200000.0,6.6,1880,11,125000000.0,153707064.0,344150134.0,tt1679335,"Adventure,Animation,Comedy",6.5,63295
Star Trek Beyond,158800000.0,184600000.0,6.7,4275,7,185000000.0,158848340.0,335802233.0,tt2660888,"Action,Adventure,Sci-Fi",7.1,209844
Now You See Me 2,65099999.0,269800000.0,6.8,6744,6,90000000.0,65075540.0,328325007.0,tt3110958,"Action,Adventure,Comedy",6.5,216219
Dangal,12400000.0,290500000.0,8.1,358,12,9500000.0,12391761.0,294654618.0,tt5074352,"Action,Biography,Drama",8.5,123638
Alice Through the Looking Glass,77000000.0,222400000.0,6.5,3803,5,170000000.0,77042381.0,276928112.0,tt2567026,"Adventure,Family,Fantasy",6.2,79951
Teenage Mutant Ninja Turtles: Out of the Shadows,82100000.0,163600000.0,5.9,1860,6,135000000.0,82051601.0,245328374.0,tt3949660,"Action,Adventure,Comedy",6.0,77234
Sully,125100000.0,115700000.0,7.1,3924,9,60000000.0,125070033.0,238524556.0,tt3263904,"Biography,Drama",7.5,202718
Hidden Figures,169600000.0,66300000.0,8.0,4710,12,25000000.0,169607287.0,231771716.0,tt4846340,"Biography,Drama,History",7.8,171131
Inferno,34300000.0,185700000.0,5.9,3877,10,75000000.0,34343574.0,219519367.0,tt1686470,Thriller,6.3,50
