title,domestic_gross_x,foreign_gross,vote_average,vote_count,release_month,production_budget,domestic_gross_y,worldwide_gross,movie_id,genres,averagerating,numvotes
The Best Exotic Marigold Hotel,46400000.0,90400000.0,6.9,756,5,10000000.0,46383639.0,134639780.0,tt1412386,"Comedy,Drama,Romance",7.3,85811
Zero Dark Thirty,95700000.0,37100000.0,6.9,2553,12,52500000.0,95720716.0,134612435.0,tt1790885,"Drama,Thriller",7.4,251072
Ghost Rider: Spirit of Vengeance,51800000.0,80800000.0,4.8,2039,12,57000000.0,51774002.0,149217355.0,tt1071875,"Action,Fantasy,Thriller",4.3,103608
Cloud Atlas,27100000.0,103400000.0,6.8,4505,10,102000000.0,27108272.0,130673154.0,tt1371111,"Action,Drama,Mystery",7.4,326473
The Woman in Black,54300000.0,73400000.0,6.1,2122,2,15000000.0,54333290.0,128955898.0,tt1596365,"Drama,Fantasy,Horror",6.4,165357
Parental Guidance,77300000.0,42500000.0,5.8,276,12,25000000.0,77267296.0,120832383.0,tt1047540,"Comedy,Family",6.1,23711
Abraham Lincoln: Vampire Hunter,37500000.0,79000000.0,5.6,2009,6,67500000.0,37519139.0,137489730.0,tt1611224,"Action,Fantasy,Horror",5.9,142853
Pitch Perfect,65000000.0,50300000.0,7.3,4233,9,17000000.0,65001093.0,116044347.0,tt1981677,"Comedy,Music,Romance",7.2,256565
Hope Springs,63500000.0,50700000.0,6.1,429,8,30000000.0,63536011.0,133085295.0,tt1535438,"Comedy,Drama,Romance",6.3,38667
ParaNorman,56000000.0,51100000.0,6.8,1358,8,60000000.0,56003051.0,108119662.0,tt1623288,"Adventure,Animation,Comedy",7.0,87250
The Campaign,86900000.0,18000000.0,5.7,982,8,95000000.0,86907746.0,104907746.0,tt1790886,Comedy,6.1,118678
Project X,54700000.0,48000000.0,6.4,2968,3,12000000.0,54731865.0,103028188.0,tt1636826,Comedy,6.7,177782
Project X,54700000.0,48000000.0,5.6,7,11,12000000.0,54731865.0,103028188.0,tt1636826,Comedy,6.7,177782
The Devil Inside,53300000.0,48500000.0,4.7,441,1,1000000.0,53262945.0,101759490.0,tt1560985,Horror,4.2,33522
The Lucky One,60500000.0,38900000.0,6.9,2012,4,25000000.0,60457138.0,96633833.0,tt1327194,"Drama,Romance",6.5,94359
Contraband,66500000.0,29700000.0,6.2,1114,1,25000000.0,66528000.0,98406855.0,tt1524137,"Action,Crime,Drama",6.5,111709
Think Like a Man,91500000.0,4500000.0,6.9,438,4,12000000.0,91547205.0,113373764.0,tt1621045,"Comedy,Romance",6.6,41043
The Possession,49100000.0,36300000.0,5.9,918,8,14000000.0,49130588.0,82925064.0,tt0431021,"Horror,Mystery,Thriller",5.9,53649
What to Expect When You're Expecting,41200000.0,43200000.0,5.9,1130,5,37500000.0,41152203.0,88473016.0,tt1586265,"Comedy,Drama,Romance",5.7,65890
Frankenweenie,35300000.0,46200000.0,6.8,1685,10,39000000.0,35287788.0,81150788.0,tt1142977,"Animation,Comedy,Family",7.0,89489
Act of Valor,70000000.0,11300000.0,6.3,583,2,12000000.0,70012847.0,82497035.0,tt1591479,"Action,Adventure,Drama",6.5,63787
Sinister,48100000.0,29600000.0,3.8,8,5,3000000.0,48086903.0,87727807.0,tt1922777,"Horror,Mystery,Thriller",6.8,198345
Sinister,48100000.0,29600000.0,6.8,2935,10,3000000.0,48086903.0,87727807.0,tt1922777,"Horror,Mystery,Thriller",6.8,198345
The Grey,51600000.0,25700000.0,6.5,2280,1,25000000.0,51580136.0,81249176.0,tt1601913,"Action,Adventure,Drama",6.8,228798
Diary of a Wimpy Kid: Dog Days,49000000.0,28100000.0,6.2,440,8,22000000.0,49008662.0,77229695.0,tt2023453,"Comedy,Family",6.3,19571
To Rome with Love,16700000.0,56600000.0,5.7,1097,6,21500000.0,16684352.0,74326015.0,tt1859650,"Comedy,Music,Romance",6.3,79381
Here Comes the Boom,45300000.0,27800000.0,6.0,812,10,42000000.0,45290318.0,73239258.0,tt1648179,"Action,Comedy,Sport",6.4,81761
Anna Karenina,12800000.0,56100000.0,6.7,1265,11,49000000.0,12816367.0,71004627.0,tt1781769,"Drama,Romance",6.6,84668
The Watch,35400000.0,32900000.0,5.4,1356,7,55000000.0,34353000.0,67130045.0,tt1298649,"Action,Comedy,Horror",5.7,115757
Moonrise Kingdom,45500000.0,22800000.0,7.7,3023,5,16000000.0,45512466.0,68848446.0,tt1748122,"Adventure,Comedy,Drama",7.8,291750
The Cabin in the Woods,42100000.0,24400000.0,6.5,4185,4,30000000.0,42073277.0,70689968.0,tt1259521,Horror,7.0,338445
Rock of Ages,38500000.0,20900000.0,6.1,686,6,70000000.0,38518613.0,61031932.0,tt1336608,"Comedy,Drama,Musical",5.9,69910
That's My Boy,36900000.0,20800000.0,5.5,831,6,57500000.0,36931089.0,58085235.0,tt1232200,Comedy,5.6,83009
The Odd Life of Timothy Green,51900000.0,4200000.0,6.7,605,8,40000000.0,51853450.0,55249159.0,tt1462769,"Comedy,Drama,Family",6.6,42770
The Three Stooges,44300000.0,10500000.0,5.1,215,4,30000000.0,44338224.0,54052249.0,tt0383010,"Comedy,Family",5.1,28570
The Five-Year Engagement,28800000.0,25100000.0,5.8,742,4,30000000.0,28700285.0,61623819.0,tt1195478,"Comedy,Romance",6.2,88469
Lawless,37400000.0,16300000.0,7.0,1660,8,26000000.0,37397291.0,54393687.0,tt1212450,"Crime,Drama",7.3,214055
Red Tails,49900000.0,489000.0,6.0,256,1,58000000.0,49876377.0,50365498.0,tt0485985,"Action,Adventure,Drama",5.9,31815
Trouble with the Curve,35800000.0,13200000.0,6.7,613,9,60000000.0,35763137.0,47818913.0,tt2083383,"Drama,Sport",6.8,56129
End of Watch,41000000.0,7100000.0,7.3,1770,9,15000000.0,41003371.0,57586606.0,tt1855199,"Action,Crime,Drama",7.6,211308
Man on a Ledge,18600000.0,27600000.0,6.3,1460,1,42000000.0,18620000.0,49621440.0,tt1568338,"Action,Adventure,Crime",6.6,137507
The Guilt Trip,37100000.0,4700000.0,5.4,403,12,40000000.0,37134215.0,41294674.0,tt1694020,"Comedy,Drama",5.8,33702
Killing Them Softly,15000000.0,22900000.0,6.0,1105,11,15000000.0,14945541.0,39238443.0,tt1764234,"Crime,Thriller",6.2,124086
Chernobyl Diaries,18100000.0,19000000.0,5.0,842,5,1000000.0,18119640.0,42411721.0,tt1991245,"Horror,Mystery,Thriller",5.0,60304
Dredd,13400000.0,22200000.0,6.7,2788,9,45000000.0,13414714.0,41467606.0,tt1343727,"Action,Crime,Sci-Fi",7.1,234616
Arbitrage,7900000.0,27600000.0,6.2,459,9,12000000.0,7919574.0,35830713.0,tt1764183,"Drama,Thriller",6.6,46774
Alex Cross,25900000.0,8700000.0,5.1,424,10,35000000.0,25888412.0,35426759.0,tt1712170,"Action,Crime,Mystery",5.1,30951
The Perks of Being a Wallflower,17700000.0,15600000.0,7.8,5938,9,13000000.0,17742948.0,33069303.0,tt1659337,Drama,8.0,422671
Haywire,18900000.0,14400000.0,5.6,747,11,23000000.0,18942396.0,36374700.0,tt1506999,"Action,Drama,Thriller",5.8,78681
Katy Perry: Part of Me,25300000.0,7400000.0,6.8,147,7,12000000.0,25326071.0,32700439.0,tt2215719,"Documentary,Music",5.9,13034
Lockout,14300000.0,17900000.0,5.9,1004,4,20000000.0,14326865.0,33943049.0,tt1592525,"Action,Sci-Fi,Thriller",6.1,89554
Joyful Noise,30900000.0,226000.0,6.4,70,1,27500000.0,30932113.0,31157914.0,tt1710396,"Comedy,Drama,Music",5.8,7575
Premium Rush,20300000.0,10800000.0,6.2,1244,8,35000000.0,20275446.0,31393201.0,tt1547234,"Action,Crime,Thriller",6.5,105279
The Raven,16000000.0,13600000.0,5.9,5,4,26000000.0,16008272.0,30601801.0,tt1486192,"Crime,Mystery,Thriller",6.4,79578
The Raven,16000000.0,13600000.0,6.3,681,4,26000000.0,16008272.0,30601801.0,tt1486192,"Crime,Mystery,Thriller",6.4,79578
The Master,16399999.0,11900000.0,7.1,1323,9,37500000.0,16247159.0,50647416.0,tt1560747,Drama,7.1,131365
The Master,16399999.0,11900000.0,4.0,1,2,37500000.0,16247159.0,50647416.0,tt1560747,Drama,7.1,131365
Big Miracle,20200000.0,4600000.0,6.6,250,2,40000000.0,20157300.0,25268680.0,tt1430615,"Biography,Drama,Family",6.5,17585
A Thousand Words,18500000.0,3600000.0,6.1,685,3,40000000.0,18450127.0,20790486.0,tt0763831,"Comedy,Drama",5.9,36387
Wanderlust,17500000.0,4200000.0,5.4,693,2,32500000.0,17288155.0,24159934.0,tt1655460,"Comedy,Romance",5.6,69081
Beasts of the Southern Wild,12800000.0,8300000.0,6.9,605,6,1800000.0,12795746.0,23265132.0,tt2125435,"Adventure,Drama,Fantasy",7.3,77440
Polisse,211000.0,20200000.0,7.8,670,11,8900000.0,176988.0,22744132.0,tt1661420,"Crime,Drama",7.3,12506
Amour,6700000.0,13100000.0,7.7,746,12,9700000.0,6738954.0,36787044.0,tt1602620,"Drama,Romance",7.9,84960
The Man with the Iron Fists,15600000.0,4099999.0,5.3,573,11,15000000.0,15634090.0,22018988.0,tt1258972,Action,5.4,58185
Seven Psychopaths,15000000.0,4400000.0,6.8,2109,10,13500000.0,15024049.0,33035736.0,tt1931533,"Comedy,Crime",7.2,223493
The Cold Light of Day,3800000.0,13100000.0,5.1,463,9,20000000.0,3763583.0,25361206.0,tt1366365,"Action,Thriller",4.9,33039
The Words,11500000.0,1700000.0,6.6,628,9,6000000.0,11494838.0,16369708.0,tt1840417,"Drama,Mystery,Romance",7.1,70308
Playing for Keeps,13100000.0,75057041.62549213,5.6,420,12,35000000.0,2000000.0,2000000.0,tt1540128,"Comedy,Romance,Sport",5.7,27389
Silent House,12800000.0,347000.0,5.2,184,1,2000000.0,12739737.0,16610760.0,tt1767382,"Drama,Horror,Mystery",5.3,20831
People Like Us,12400000.0,75057041.62549213,6.8,360,6,16000000.0,12431792.0,12617472.0,tt1716777,"Comedy,Drama",7.1,39618
Bachelorette,448000.0,11500000.0,5.4,755,9,3000000.0,446770.0,12577401.0,tt1920849,"Comedy,Romance",5.3,43131
Fun Size,9400000.0,2000000.0,5.5,249,10,14000000.0,9409538.0,11166615.0,tt1663143,"Adventure,Comedy",5.4,12926
Seeking a Friend for the End of the World,7100000.0,2600000.0,6.4,1108,6,10000000.0,7078738.0,11766959.0,tt1307068,"Adventure,Comedy,Drama",6.7,102047
The Apparition,4900000.0,4700000.0,4.3,221,8,17000000.0,4936819.0,10637281.0,tt1433822,"Horror,Thriller",4.1,18112
The Apparition,4900000.0,4700000.0,4.3,221,8,17000000.0,4936819.0,10637281.0,tt6559390,Drama,6.4,873
The Apparition,4900000.0,4700000.0,6.4,63,9,17000000.0,4936819.0,10637281.0,tt1433822,"Horror,Thriller",4.1,18112
The Apparition,4900000.0,4700000.0,6.4,63,9,17000000.0,4936819.0,10637281.0,tt6559390,Drama,6.4,873
Bernie,9200000.0,75057041.62549213,6.6,503,4,6000000.0,9204489.0,10106975.0,tt1704573,"Biography,Comedy,Crime",6.8,53765
The Sessions,6000000.0,3100000.0,6.9,296,10,1000000.0,6002451.0,11495204.0,tt1866249,"Biography,Comedy,Drama",7.2,39731
On the Road,744000.0,8000000.0,5.6,518,12,25000000.0,720828.0,9313302.0,tt0337692,"Adventure,Drama,Romance",6.1,37886
On the Road,744000.0,8000000.0,5.6,518,12,25000000.0,720828.0,9313302.0,tt4339118,Drama,6.0,6
The Collection,6800000.0,75057041.62549213,6.1,465,9,10000000.0,6810754.0,8890094.0,tt1748227,"Action,Horror,Thriller",6.1,42256
The Collection,6800000.0,75057041.62549213,7.0,1,3,10000000.0,6810754.0,8890094.0,tt1748227,"Action,Horror,Thriller",6.1,42256
Chasing Mavericks,6000000.0,600.0,7.0,329,10,20000000.0,6002756.0,8300821.0,tt1629757,"Biography,Drama,Sport",7.2,28994
Albert Nobbs,3000000.0,2600000.0,6.3,227,12,7500000.0,3014696.0,8539003.0,tt1602098,"Drama,Romance",6.7,22213
Won't Back Down,5300000.0,75057041.62549213,6.3,64,9,19000000.0,5310554.0,5745503.0,tt1870529,Drama,6.4,5915
Won't Back Down,5300000.0,75057041.62549213,6.2,3,6,19000000.0,5310554.0,5745503.0,tt1870529,Drama,6.4,5915
"Jeff, Who Lives at Home",4300000.0,148000.0,6.2,320,9,10000000.0,4269426.0,4708127.0,tt1588334,"Comedy,Drama",6.5,60070
Safety Not Guaranteed,4000000.0,75057041.62549213,6.9,792,6,750000.0,4010957.0,4422318.0,tt1862079,"Comedy,Drama,Romance",7.0,111907
Killer Joe,2000000.0,1700000.0,6.5,703,7,10000000.0,1291645.0,4659110.0,tt1726669,"Crime,Drama,Thriller",6.7,67842
Robot & Frank,3300000.0,75057041.62549213,6.9,620,8,2500000.0,3317468.0,4934356.0,tt1990314,"Comedy,Crime,Drama",7.1,59229
Jab Tak Hai Jaan,3000000.0,75057041.62549213,6.9,107,11,9200000.0,3047539.0,5806666.0,tt2176013,"Drama,Romance",6.8,48364
Samsara,2700000.0,75057041.62549213,8.2,276,8,4000000.0,2672413.0,5966671.0,tt0770802,"Documentary,Music",8.5,29725
Your Sister's Sister,1600000.0,75057041.62549213,6.6,192,6,120000.0,1597486.0,3090593.0,tt1742336,"Comedy,Drama",6.7,24780
The Paperboy,693000.0,661000.0,5.5,409,10,12500000.0,677200.0,4027663.0,tt1496422,"Crime,Drama,Mystery",5.8,33940
A Little Bit of Heaven,15400.0,1300000.0,6.3,333,2,12500000.0,10011.0,1100287.0,tt1440161,"Comedy,Drama,Fantasy",6.3,26441
Coriolanus,757000.0,315000.0,6.0,215,1,10000000.0,749641.0,2179623.0,tt1372686,"Drama,Thriller,War",6.1,29654
Darling Companion,794000.0,75057041.62549213,5.0,46,4,12000000.0,793352.0,1200346.0,tt1730687,"Comedy,Drama,Romance",5.1,3085
Holy Motors,641000.0,75057041.62549213,7.0,431,10,4000000.0,641054.0,4230426.0,tt2076220,"Drama,Fantasy",7.1,36874
Sound of My Voice,408000.0,75057041.62549213,6.4,169,1,135000.0,408015.0,429448.0,tt1748207,"Drama,Mystery,Sci-Fi",6.6,19387
Compliance,319000.0,75057041.62549213,6.4,340,8,270000.0,319285.0,830700.0,tt1971352,"Biography,Crime,Drama",6.4,28703
Kill List,29100.0,143000.0,6.1,332,1,800000.0,29063.0,462206.0,tt1788391,"Crime,Drama,Horror",6.4,32807
The Innkeepers,78400.0,75057041.62549213,5.5,324,12,750000.0,78396.0,1011535.0,tt1594562,"Drama,Horror,Mystery",5.5,31089
The First Time,22800.0,75057041.62549213,7.0,1426,10,2000000.0,17061.0,17061.0,tt1763303,"Comedy,Drama,Romance",6.9,62589
Frozen,400700000.0,875700000.0,5.8,987,2,150000000.0,400738009.0,1272469910.0,tt1323045,"Adventure,Drama,Sport",6.2,62311
Frozen,400700000.0,875700000.0,5.8,987,2,150000000.0,400738009.0,1272469910.0,tt1611845,"Fantasy,Romance",5.4,75
Frozen,400700000.0,875700000.0,5.8,987,2,150000000.0,400738009.0,1272469910.0,tt2294629,"Adventure,Animation,Comedy",7.5,516998
Frozen,400700000.0,875700000.0,7.3,9767,11,150000000.0,400738009.0,1272469910.0,tt1323045,"Adventure,Drama,Sport",6.2,62311
Frozen,400700000.0,875700000.0,7.3,9767,11,150000000.0,400738009.0,1272469910.0,tt1611845,"Fantasy,Romance",5.4,75
Frozen,400700000.0,875700000.0,7.3,9767,11,150000000.0,400738009.0,1272469910.0,tt2294629,"Adventure,Animation,Comedy",7.5,516998
Iron Man 3,409000000.0,805800000.0,6.9,14155,5,200000000.0,408992272.0,1215392272.0,tt1300854,"Action,Adventure,Sci-Fi",7.2,692794
Despicable Me 2,368100000.0,602700000.0,6.9,7319,7,76000000.0,368065385.0,975216835.0,tt1690953,"Adventure,Animation,Comedy",7.4,344230
The Hobbit: The Desolation of Smaug,258399999.0,700000000.0,7.6,7739,12,250000000.0,258366855.0,960366855.0,tt1170358,"Adventure,Fantasy",7.8,565563
The Hunger Games: Catching Fire,424700000.0,440300000.0,7.4,11170,11,130000000.0,424668047.0,864868047.0,tt1951264,"Action,Adventure,Sci-Fi",7.5,575455
Monsters University,268500000.0,475700000.0,7.0,6362,6,200000000.0,268488329.0,743588329.0,tt1453405,"Adventure,Animation,Comedy",7.3,291887
Gravity,274100000.0,449100000.0,7.2,9586,10,110000000.0,274092705.0,693698673.0,tt1454468,"Drama,Sci-Fi,Thriller",7.7,710018
Man of Steel,291000000.0,377000000.0,6.5,9758,6,225000000.0,291045518.0,667999518.0,tt0770828,"Action,Adventure,Sci-Fi",7.1,647288
Thor: The Dark World,206400000.0,438200000.0,6.7,10171,11,150000000.0,206362140.0,644602516.0,tt1981115,"Action,Adventure,Fantasy",6.9,540996
The Croods,187200000.0,400000000.0,6.8,3873,3,135000000.0,187168425.0,573068425.0,tt0481499,"Action,Adventure,Animation",7.2,176699
World War Z,202400000.0,337600000.0,6.7,9132,6,190000000.0,202359711.0,531514650.0,tt0816711,"Action,Adventure,Horror",7.0,553751
Star Trek Into Darkness,228800000.0,238600000.0,7.4,6182,5,190000000.0,228778661.0,467381584.0,tt1408101,"Action,Adventure,Sci-Fi",7.7,445535
The Wolverine,132600000.0,282300000.0,6.3,6176,7,115000000.0,132556852.0,416456852.0,tt1430132,"Action,Adventure,Sci-Fi",6.7,401286
Pacific Rim,101800000.0,309200000.0,6.8,7632,7,190000000.0,101802906.0,411002906.0,tt1663662,"Action,Adventure,Sci-Fi",6.9,443667
The Wolf of Wall Street,116900000.0,275100000.0,7.9,12411,12,100000000.0,116900694.0,389870414.0,tt0993846,"Biography,Crime,Drama",8.2,1035358
G.I. Joe: Retaliation,122500000.0,253200000.0,5.5,3883,3,140000000.0,122523060.0,375740705.0,tt1583421,"Action,Adventure,Sci-Fi",5.8,165536
Now You See Me,117700000.0,234000000.0,7.4,9871,5,75000000.0,117723989.0,342769200.0,tt1670345,"Crime,Mystery,Thriller",7.3,553156
The Smurfs 2,71000000.0,276500000.0,5.7,1200,7,110000000.0,71017784.0,348547523.0,tt2017020,"Adventure,Animation,Comedy",5.4,34229
The Conjuring,137400000.0,182100000.0,7.5,5912,7,20000000.0,137400141.0,318000141.0,tt1457767,"Horror,Mystery,Thriller",7.5,397233
A Good Day to Die Hard,67300000.0,237300000.0,5.2,4437,2,92000000.0,67349198.0,304249198.0,tt1606378,"Action,Thriller",5.3,188383
Oblivion,89100000.0,197100000.0,6.5,6850,4,120000000.0,89107235.0,287916633.0,tt1483013,"Action,Adventure,Sci-Fi",7.0,453966
Oblivion,89100000.0,197100000.0,6.5,6850,4,120000000.0,89107235.0,287916633.0,tt1876409,Thriller,8.0,8
Elysium,93100000.0,193100000.0,6.4,5406,8,120000000.0,93050117.0,286192091.0,tt1535108,"Action,Drama,Sci-Fi",6.6,395572
Turbo,83000000.0,199500000.0,6.1,1758,7,135000000.0,83028130.0,286896578.0,tt1860353,"Adventure,Animation,Comedy",6.4,74639
Cloudy with a Chance of Meatballs 2,119800000.0,154500000.0,6.4,1679,9,78000000.0,119793567.0,274392649.0,tt1985966,"Adventure,Animation,Comedy",6.4,81010
We're the Millers,150400000.0,119600000.0,6.8,5231,8,37000000.0,150394119.0,267816276.0,tt1723121,"Comedy,Crime",7.0,371759
Epic,107500000.0,160900000.0,6.4,1670,5,100000000.0,107518682.0,262794441.0,tt0848537,"Adventure,Animation,Family",6.7,95318
The Lone Ranger,89300000.0,171200000.0,6.0,3789,7,275000000.0,89302115.0,260002115.0,tt1210819,"Action,Adventure,Western",6.4,208827
American Hustle,150100000.0,101100000.0,6.8,4443,12,40000000.0,150117807.0,257878294.0,tt1800241,"Crime,Drama",7.2,418221
Grown Ups 2,133699999.0,113300000.0,5.9,2090,7,80000000.0,133668525.0,247023808.0,tt2191701,Comedy,5.4,128500
After Earth,60500000.0,183300000.0,5.1,4154,5,130000000.0,60522097.0,251499665.0,tt1815862,"Action,Adventure,Drama",4.8,181687
The Heat,159600000.0,70300000.0,6.6,2441,6,43000000.0,159581587.0,229727774.0,tt2404463,"Action,Comedy,Crime",6.6,153501
Captain Phillips,107100000.0,111700000.0,7.6,3909,10,55000000.0,107136417.0,220648184.0,tt1535109,"Biography,Drama,Thriller",7.8,387402
White House Down,73100000.0,132300000.0,6.4,2817,6,150000000.0,73103784.0,205440387.0,tt2334879,"Action,Drama,Thriller",6.4,191791
Percy Jackson: Sea of Monsters,68600000.0,131300000.0,5.9,3109,8,90000000.0,68559554.0,200859554.0,tt1854564,"Adventure,Family,Fantasy",5.8,102313
Jack the Giant Slayer,65200000.0,132500000.0,5.6,3403,3,195000000.0,65187603.0,197687603.0,tt1351685,"Adventure,Fantasy",6.3,123127
The Secret Life of Walter Mitty,58200000.0,129900000.0,7.1,4859,12,91000000.0,58236838.0,187861183.0,tt0359950,"Adventure,Comedy,Drama",7.3,275300
12 Years a Slave,56700000.0,131100000.0,7.9,6631,10,20000000.0,56671993.0,181025343.0,tt2024544,"Biography,Drama,History",8.1,577301
Identity Thief,134500000.0,39500000.0,5.8,2230,2,35000000.0,134506920.0,175361578.0,tt2024432,"Adventure,Comedy,Crime",5.7,115624
Anchorman 2: The Legend Continues,125200000.0,46300000.0,6.1,1408,12,50000000.0,127352707.0,172185754.0,tt1229340,Comedy,6.3,156116
Olympus Has Fallen,98900000.0,71300000.0,6.2,4086,3,70000000.0,98927592.0,172878928.0,tt2302755,"Action,Thriller",6.5,235443
Lone Survivor,125100000.0,29700000.0,7.4,2289,12,40000000.0,125095601.0,149804632.0,tt1091191,"Action,Biography,Drama",7.5,246641
47 Ronin,38400000.0,113400000.0,6.0,2080,12,175000000.0,38362475.0,151716815.0,tt1335975,"Action,Adventure,Drama",6.3,135754
Mama,71600000.0,74800000.0,6.1,2421,1,15000000.0,71628180.0,148095566.0,tt2023587,"Horror,Thriller",6.2,158487
Mama,71600000.0,74800000.0,6.1,2421,1,15000000.0,71628180.0,148095566.0,tt5437970,Drama,6.7,25
Escape Plan,25100000.0,112200000.0,6.7,2799,10,70000000.0,25135965.0,103735965.0,tt1211956,"Action,Crime,Mystery",6.7,211587
Last Vegas,63900000.0,70500000.0,6.4,1211,11,28000000.0,63914167.0,112914167.0,tt1204975,"Comedy,Drama",6.6,121409
2 Guns,75600000.0,56300000.0,6.5,2368,8,61000000.0,75612460.0,132493015.0,tt1272878,"Action,Comedy,Crime",6.7,182025
Ender's Game,61700000.0,63800000.0,6.6,3558,11,110000000.0,61737191.0,127983283.0,tt1731141,"Action,Adventure,Fantasy",6.6,211722
Prisoners,61000000.0,61100000.0,8.0,5785,9,46000000.0,61002302.0,113402302.0,tt1392214,"Crime,Drama,Mystery",8.1,526273
Saving Mr. Banks,83300000.0,34600000.0,7.4,2050,12,35000000.0,83299761.0,114962525.0,tt2140373,"Biography,Comedy,Drama",7.5,140678
Warm Bodies,66400000.0,50600000.0,6.3,4109,2,30000000.0,66380662.0,115121608.0,tt1588173,"Comedy,Horror,Romance",6.9,208709
Free Birds,55800000.0,54600000.0,5.8,410,11,55000000.0,55750480.0,110387072.0,tt1621039,"Adventure,Animation,Comedy",5.9,20934
Gangster Squad,46000000.0,59200000.0,6.3,2527,1,60000000.0,46000903.0,104100903.0,tt1321870,"Action,Crime,Drama",6.7,195560
Philomena,37700000.0,62400000.0,7.4,945,11,12000000.0,37709979.0,98963392.0,tt2431286,"Biography,Comedy,Drama",7.6,88704
Riddick,42000000.0,56300000.0,6.2,2852,9,38000000.0,42025135.0,94763758.0,tt1411250,"Action,Adventure,Sci-Fi",6.4,144821
Safe Haven,71300000.0,26200000.0,7.1,1433,2,28000000.0,71399120.0,94050951.0,tt1702439,"Drama,Romance,Thriller",6.7,97055
Blue Jasmine,33400000.0,64099999.0,7.0,1983,7,18000000.0,33404871.0,102912961.0,tt2334873,Drama,7.3,179453
The Mortal Instruments: City of Bones,31200000.0,64200000.0,6.3,2915,8,60000000.0,31165421.0,75965567.0,tt1538403,"Action,Fantasy,Horror",5.9,121936
The Internship,44700000.0,48800000.0,6.2,2631,6,58000000.0,44672764.0,93672764.0,tt2234155,Comedy,6.3,179817
The Purge,64500000.0,24900000.0,6.2,4797,6,3000000.0,64473115.0,91266581.0,tt2184339,"Horror,Thriller",5.7,183549
Dhoom 3,8000000.0,80000000.0,5.9,136,12,24000000.0,8031955.0,11723620.0,tt1833673,"Action,Thriller",5.4,40466
About Time,15300000.0,71800000.0,7.9,3981,11,12000000.0,15323921.0,89309178.0,tt2194499,"Comedy,Drama,Fantasy",7.8,263136
R.I.P.D.,33600000.0,44700000.0,5.6,2047,7,130000000.0,33618855.0,79076678.0,tt0790736,"Action,Adventure,Comedy",5.6,109078
The Book Thief,21500000.0,55100000.0,7.5,2788,11,19000000.0,21488481.0,76086711.0,tt0816442,"Drama,War",7.6,119023
August: Osage County,37700000.0,36500000.0,6.9,843,12,25000000.0,37738810.0,50738810.0,tt1322269,"Comedy,Drama",7.2,79383
The Best Man Holiday,70500000.0,2300000.0,6.6,145,11,17000000.0,70525195.0,72835710.0,tt2083355,"Comedy,Drama",6.7,13967
The Counselor,17000000.0,54000000.0,5.1,1072,10,25000000.0,16973715.0,71009334.0,tt2193215,"Crime,Drama,Thriller",5.3,92096
The Call,51900000.0,16700000.0,6.7,1779,3,12800000.0,51872378.0,69821476.0,tt1911644,"Crime,Drama,Horror",6.7,103780
The Call,51900000.0,16700000.0,6.7,1779,3,12800000.0,51872378.0,69821476.0,tt2926868,Documentary,7.9,12
Runner Runner,19300000.0,43400000.0,5.6,761,10,30000000.0,19316646.0,60512680.0,tt2364841,"Crime,Thriller",5.6,58235
Kick-Ass 2,28800000.0,32000000.0,6.4,3785,8,28000000.0,28795985.0,63129909.0,tt1650554,"Action,Comedy,Crime",6.6,238832
A Haunted House,40000000.0,20100000.0,5.5,871,1,2500000.0,40041683.0,59922558.0,tt2243537,"Comedy,Fantasy",5.1,40308
Quartet,18400000.0,41100000.0,6.6,209,1,11000000.0,18388357.0,56178935.0,tt1441951,"Comedy,Drama",6.8,17979
Dallas Buyers Club,27300000.0,27900000.0,7.9,4961,11,5000000.0,27298285.0,60611845.0,tt0790636,"Biography,Drama",8.0,402462
Delivery Man,30700000.0,19300000.0,6.2,858,11,22000000.0,30659817.0,70536870.0,tt2387559,"Comedy,Drama",6.4,70706
The Last Stand,12100000.0,36300000.0,5.9,1692,1,30000000.0,12050299.0,48330757.0,tt1549920,"Action,Thriller",6.4,126623
Texas Chainsaw 3D,34300000.0,12900000.0,5.3,780,1,20000000.0,34341945.0,47666013.0,tt1572315,"Horror,Thriller",4.8,41784
The Big Wedding,21800000.0,24700000.0,5.8,678,4,32500000.0,21819348.0,48425971.0,tt1931435,"Comedy,Drama,Romance",5.6,44221
Parker,17600000.0,28600000.0,5.8,1868,1,35000000.0,17616641.0,48543388.0,tt1904996,"Action,Crime,Thriller",6.2,105529
The World's End,26000000.0,20100000.0,6.7,2990,8,20000000.0,26004851.0,47508505.0,tt1213663,"Action,Comedy,Sci-Fi",7.0,235308
Grudge Match,29800000.0,15100000.0,6.0,711,12,40000000.0,29807260.0,69807260.0,tt1661382,"Comedy,Drama,Sport",6.4,54080
Homefront,20200000.0,22900000.0,6.5,1410,11,22000000.0,20158492.0,51695362.0,tt2312718,"Action,Thriller",6.5,98549
Snitch,42900000.0,75057041.62549213,1.0,1,1,15000000.0,42930462.0,57907734.0,tt0882977,"Action,Drama,Thriller",6.5,78142
Snitch,42900000.0,75057041.62549213,1.0,1,1,850000.0,0.0,0.0,tt0882977,"Action,Drama,Thriller",6.5,78142
Snitch,42900000.0,75057041.62549213,5.9,1493,2,15000000.0,42930462.0,57907734.0,tt0882977,"Action,Drama,Thriller",6.5,78142
